Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Pathway,Gene Ontology (biological process),Gene Ontology (molecular function),PDB,Pfam
P37767,reviewed,YFHH_ECOLI,Uncharacterized HTH-type transcriptional regulator YfhH,yfhH b2561 JW2545,Escherichia coli (strain K12),282,,carbohydrate derivative metabolic process [GO:1901135]; regulation of DNA-templated transcription [GO:0006355],carbohydrate derivative binding [GO:0097367]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],,PF01418;PF01380;
P37903,reviewed,USPF_ECOLI,Universal stress protein F,uspF ynaF yzzL b1376 JW1370,Escherichia coli (strain K12),144,,cell adhesion [GO:0007155]; regulation of bacterial-type flagellum-dependent cell motility [GO:1902021],ATP binding [GO:0005524],,PF00582;
P37908,reviewed,YFJD_ECOLI,UPF0053 inner membrane protein YfjD,yfjD ypjE b4461 JW5415 b2612/b2613,Escherichia coli (strain K12),428,,,flavin adenine dinucleotide binding [GO:0050660],,PF00571;PF01595;PF03471;
P37909,reviewed,YBGD_ECOLI,Uncharacterized fimbrial-like protein YbgD,ybgD b0719 JW0709,Escherichia coli (strain K12),188,,cell adhesion involved in single-species biofilm formation [GO:0043709],,,PF00419;
P38055,reviewed,YDJE_ECOLI,Inner membrane metabolite transport protein YdjE,ydjE b1769 JW1758,Escherichia coli (strain K12),452,,,transmembrane transporter activity [GO:0022857],,PF07690;
P38104,reviewed,RSPA_ECOLI,Starvation-sensing protein RspA,rspA b1581 JW1573,Escherichia coli (strain K12),404,,amino acid catabolic process [GO:0009063]; carbohydrate catabolic process [GO:0016052],hydro-lyase activity [GO:0016836]; magnesium ion binding [GO:0000287]; mannonate dehydratase activity [GO:0008927],,PF13378;PF02746;
P38105,reviewed,RSPB_ECOLI,Starvation-sensing protein RspB (EC 1.1.1.-),rspB b1580 JW1572,Escherichia coli (strain K12),339,,,oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270],,PF08240;PF00107;
P38392,reviewed,SIEB_ECOLI,Superinfection exclusion protein B,sieB b1353 JW5209,Escherichia coli (strain K12),162,,,,,PF14163;
P38521,reviewed,YGGL_ECOLI,Uncharacterized protein YggL,yggL b2959 JW2926,Escherichia coli (strain K12),108,,ribosome assembly [GO:0042255],,,PF04320;
P39161,reviewed,UXUR_ECOLI,Uxu operon transcriptional regulator,uxuR b4324 JW4287,Escherichia coli (strain K12),257,,DNA-templated transcription [GO:0006351],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],,PF07729;PF00392;
P39165,reviewed,YCHO_ECOLI,Uncharacterized protein YchO,ychO ychP b1220 JW1211,Escherichia coli (strain K12),464,,,,,PF11924;
P39187,reviewed,YTFJ_ECOLI,Uncharacterized protein YtfJ,ytfJ b4216 JW4175,Escherichia coli (strain K12),184,,,,,PF09695;
P39212,reviewed,INSN2_ECOLI,Putative transposase InsN for insertion sequence element IS911B,insN2 b4283 JW5771,Escherichia coli (strain K12),88,,DNA transposition [GO:0006313],DNA binding [GO:0003677]; transposase activity [GO:0004803],,PF01527;
P39263,reviewed,YFCC_ECOLI,Putative basic amino acid antiporter YfcC,yfcC b2298 JW2295,Escherichia coli (strain K12),506,,,antiporter activity [GO:0015297],,PF03606;
P39264,reviewed,FIMI_ECOLI,Fimbrin-like protein FimI,fimI b4315 JW5779,Escherichia coli (strain K12),179,,cell adhesion involved in single-species biofilm formation [GO:0043709]; pilus assembly [GO:0009297],,6SWH;7B0W;7B0X;,PF00419;
P39270,reviewed,YJDF_ECOLI,Inner membrane protein YjdF,yjdF b4121 JW4082,Escherichia coli (strain K12),209,,,,,PF09997;
P39282,reviewed,YJEM_ECOLI,Inner membrane transporter YjeM,yjeM b4156 JW5739,Escherichia coli (strain K12),500,,amino acid transport [GO:0006865],amino acid transmembrane transporter activity [GO:0015171],,PF13520;
P39284,reviewed,YJEO_ECOLI,Inner membrane protein YjeO,yjeO b4158 JW4119,Escherichia coli (strain K12),104,,,,,PF10840;
P39314,reviewed,YTFF_ECOLI,Inner membrane protein YtfF,ytfF b4210 JW4168,Escherichia coli (strain K12),321,,,,,PF00892;
P39332,reviewed,YJGH_ECOLI,RutC family protein YjgH,yjgH b4248 JW4206,Escherichia coli (strain K12),131,,,deaminase activity [GO:0019239],1PF5;,PF01042;
P39336,reviewed,YJGL_ECOLI,Uncharacterized protein YjgL,yjgL b4253 JW5757,Escherichia coli (strain K12),604,,,,,
P39337,reviewed,YJGM_ECOLI,Uncharacterized N-acetyltransferase YjgM (EC 2.3.1.-),yjgM b4256 JW5758,Escherichia coli (strain K12),167,,,N-acetyltransferase activity [GO:0008080],,PF00583;
P39338,reviewed,YJGN_ECOLI,Inner membrane protein YjgN,yjgN b4257 JW5759,Escherichia coli (strain K12),398,,,,,PF05987;
P39343,reviewed,IDNR_ECOLI,HTH-type transcriptional regulator IdnR (L-idonate regulatory protein),idnR yjgS b4264 JW4221,Escherichia coli (strain K12),332,,D-gluconate metabolic process [GO:0019521]; regulation of DNA-templated transcription [GO:0006355],DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976],,PF00356;PF00532;
P39349,reviewed,YJGX_ECOLI,Putative phosphoethanolamine transferase YjgX (EC 2.7.-.-),yjgX b4575 b4275/b4276/b4560,Escherichia coli (strain K12),119,,,transferase activity [GO:0016740],,
P39355,reviewed,YJHE_ECOLI,Putative uncharacterized protein YjhE,yjhE b4282,Escherichia coli (strain K12),82,,,transmembrane transporter activity [GO:0022857],,PF07690;
P39356,reviewed,YJHU_ECOLI,Uncharacterized transcriptional regulator YjhU,yjhU b4295 JW5952,Escherichia coli (strain K12),328,,regulation of DNA-templated transcription initiation [GO:2000142],carbohydrate binding [GO:0030246]; cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA binding [GO:0003677],,PF04198;
P39357,reviewed,YJHF_ECOLI,Uncharacterized permease YjhF,yjhF b4296 JW4258,Escherichia coli (strain K12),449,,gluconate transmembrane transport [GO:0035429],gluconate transmembrane transporter activity [GO:0015128],,PF02447;
P39360,reviewed,YJHI_ECOLI,Uncharacterized HTH-type transcriptional regulator YjhI,yjhI b4299 JW4261,Escherichia coli (strain K12),262,,negative regulation of DNA-templated transcription [GO:0045892],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],,PF01614;
P39361,reviewed,SGCR_ECOLI,Putative sgc region transcriptional regulator,sgcR yjhJ b4300 JW4262,Escherichia coli (strain K12),260,,regulation of DNA-templated transcription [GO:0006355],cis-regulatory region sequence-specific DNA binding [GO:0000987]; ligand-modulated transcription factor activity [GO:0098531],,PF00455;PF08220;
P39366,reviewed,SGCX_ECOLI,Putative aminopeptidase SgcX (EC 3.4.11.-),sgcX yjhO b4305 JW5776,Escherichia coli (strain K12),373,,proteolysis [GO:0006508],metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006],,PF05343;
P39367,reviewed,YJHP_ECOLI,Uncharacterized protein YjhP,yjhP b4306 JW4268,Escherichia coli (strain K12),248,,,methyltransferase activity [GO:0008168],1NKV;,PF13847;
P39368,reviewed,YJHQ_ECOLI,Uncharacterized N-acetyltransferase YjhQ (EC 2.3.1.-),yjhQ b4307 JW4269,Escherichia coli (strain K12),181,,,"acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]",,PF00583;
P39369,reviewed,YJHR_ECOLI,Putative uncharacterized protein YjhR,yjhR b4308 JW4271,Escherichia coli (strain K12),338,,phosphorus metabolic process [GO:0006793],hydrolase activity [GO:0016787],,PF13087;PF13091;
P39379,reviewed,YJIH_ECOLI,Uncharacterized protein YjiH,yjiH b4330 JW5783,Escherichia coli (strain K12),227,,,,,PF07670;
P39381,reviewed,YJIJ_ECOLI,Uncharacterized protein YjiJ,yjiJ b4332 JW4295,Escherichia coli (strain K12),392,,,,,PF06779;
P39382,reviewed,YJIK_ECOLI,Uncharacterized protein YjiK,yjiK b4333 JW5869,Escherichia coli (strain K12),286,,,,,PF06977;
P39383,reviewed,YJIL_ECOLI,Uncharacterized protein YjiL,yjiL b4334 JW5785,Escherichia coli (strain K12),255,,,"4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]",,PF01869;
P39384,reviewed,YJIM_ECOLI,Putative dehydratase subunit YjiM (EC 4.-.-.-),yjiM b4335 JW5786,Escherichia coli (strain K12),383,,DNA damage response [GO:0006974],lyase activity [GO:0016829],,PF06050;
P39389,reviewed,YJIR_ECOLI,Uncharacterized HTH-type transcriptional regulator YjiR,yjiR b4340 JW4303,Escherichia coli (strain K12),470,,alpha-amino acid metabolic process [GO:1901605]; biosynthetic process [GO:0009058],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483],,PF00155;PF00392;
P39393,reviewed,YJIV_ECOLI,Putative uncharacterized protein YjiV,yjiV mcrD b4486,Escherichia coli (strain K12),906,,,,,
P39407,reviewed,YJJU_ECOLI,Uncharacterized protein YjjU (EC 3.1.1.-),yjjU b4377 JW4340,Escherichia coli (strain K12),357,,DNA damage response [GO:0006974]; lipid catabolic process [GO:0016042],hydrolase activity [GO:0016787],,PF19890;PF01734;
P39834,reviewed,YGIL_ECOLI,Uncharacterized fimbrial-like protein YgiL,ygiL b3043 JW3011,Escherichia coli (strain K12),183,,cell adhesion involved in single-species biofilm formation [GO:0043709],,,PF00419;
P39836,reviewed,YFEH_ECOLI,Putative symporter YfeH,yfeH b2410 JW5876,Escherichia coli (strain K12),332,,,symporter activity [GO:0015293],,PF13593;
P39901,reviewed,YBFI_ECOLI,Putative uncharacterized protein YbfI,ybfI b4636 b0691.1,Escherichia coli (strain K12),65,,phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355],DNA binding [GO:0003677],,PF00486;
P41039,reviewed,YBII_ECOLI,Uncharacterized protein YbiI,ybiI b0803 JW0788,Escherichia coli (strain K12),88,,positive regulation of secondary metabolite biosynthetic process [GO:1900378],zinc ion binding [GO:0008270],2KGO;,PF01258;
P42589,reviewed,YGJH_ECOLI,tRNA-binding protein YgjH,ygjH b3074 JW3045,Escherichia coli (strain K12),110,,,protein homodimerization activity [GO:0042803]; tRNA binding [GO:0000049],3ERS;,PF01588;
P42590,reviewed,YGJI_ECOLI,Inner membrane transporter YgjI,ygjI b3078 JW5512,Escherichia coli (strain K12),477,,,transmembrane transporter activity [GO:0022857],,PF13520;
P42597,reviewed,UTPP_ECOLI,UTP pyrophosphatase (EC 3.6.1.-),ygjP upp b3085 JW5514,Escherichia coli (strain K12),167,,nucleotide metabolic process [GO:0009117],nucleotide binding [GO:0000166]; UTP diphosphatase activity [GO:0036221],,PF01863;
P42599,reviewed,YGJR_ECOLI,Uncharacterized oxidoreductase YgjR (EC 1.-.-.-),ygjR b3087 JW3058,Escherichia coli (strain K12),328,,,nucleotide binding [GO:0000166]; oxidoreductase activity [GO:0016491],,PF01408;PF22725;
P42603,reviewed,YGJV_ECOLI,Inner membrane protein YgjV,ygjV b3090 JW3061,Escherichia coli (strain K12),183,,,,,PF10688;
P42616,reviewed,YQJC_ECOLI,Protein YqjC,yqjC b3097 JW5516,Escherichia coli (strain K12),122,,,,,PF06476;
P42619,reviewed,YQJF_ECOLI,Inner membrane protein YqjF,yqjF b3101 JW5850,Escherichia coli (strain K12),130,,,,,PF07681;
P42906,reviewed,AGAA_ECOLI,Putative N-acetylgalactosamine-6-phosphate deacetylase (Aga-6-P deacetylase) (EC 3.5.1.-),agaA b3135 JW5527,Escherichia coli (strain K12),167,,,N-acetylgalactosamine-6-phosphate deacetylase activity [GO:0047419],,PF01979;
P43340,reviewed,YCAK_ECOLI,Uncharacterized NAD(P)H oxidoreductase YcaK (EC 1.6.99.-),ycaK b0901 JW0884,Escherichia coli (strain K12),196,,,FMN binding [GO:0010181]; NAD(P)H dehydrogenase (quinone) activity [GO:0003955],,PF02525;
P43531,reviewed,YNFM_ECOLI,Inner membrane transport protein YnfM,ynfM yzyC b1596 JW1588,Escherichia coli (strain K12),417,,,transmembrane transporter activity [GO:0022857],,PF07690;
P43533,reviewed,FLGN_ECOLI,Flagella synthesis protein FlgN,flgN b1070 JW1057,Escherichia coli (strain K12),138,,bacterial-type flagellum assembly [GO:0044780],,,PF05130;
P43667,reviewed,YGAH_ECOLI,Uncharacterized protein YgaH,ygaH b2683 JW2658,Escherichia coli (strain K12),111,,L-valine transmembrane transport [GO:1903785],,,PF05437;
P45394,reviewed,YRBG_ECOLI,Inner membrane protein YrbG,yrbG b3196 JW3163,Escherichia coli (strain K12),325,,calcium ion transmembrane transport [GO:0070588]; intracellular calcium ion homeostasis [GO:0006874],"calcium channel activity [GO:0005262]; calcium, potassium:sodium antiporter activity [GO:0008273]",,PF01699;
P45420,reviewed,YHCD_ECOLI,Uncharacterized outer membrane usher protein YhcD,yhcD b3216 JW3183,Escherichia coli (strain K12),793,,pilus assembly [GO:0009297],fimbrial usher porin activity [GO:0015473],,PF13953;PF13954;PF00577;
P45423,reviewed,YHCG_ECOLI,Putative nuclease YhcG (EC 3.1.-.-),yhcG b3220 JW3189,Escherichia coli (strain K12),375,,,DNA binding [GO:0003677]; nuclease activity [GO:0004518],,PF17761;PF06250;
P45465,reviewed,YRAN_ECOLI,UPF0102 protein YraN,yraN b3148 JW3117,Escherichia coli (strain K12),131,,,nucleic acid binding [GO:0003676],,PF02021;
P45468,reviewed,YRAQ_ECOLI,UPF0718 protein YraQ,yraQ b3151 JW3120,Escherichia coli (strain K12),346,,,,,PF03773;
P45472,reviewed,YHBQ_ECOLI,UPF0213 protein YhbQ,yhbQ b3155 JW3124,Escherichia coli (strain K12),100,,DNA damage response [GO:0006974],3'-5'-DNA exonuclease activity [GO:0008296]; DNA endonuclease activity [GO:0004520],,PF01541;
P45524,reviewed,YHET_ECOLI,Putative esterase YheT (EC 3.1.1.-),yheT b3353 JW3316,Escherichia coli (strain K12),340,,lipid metabolic process [GO:0006629],monoacylglycerol lipase activity [GO:0047372]; poly(3-hydroxybutyrate) depolymerase activity [GO:0050526]; short-chain carboxylesterase activity [GO:0034338],,PF00561;
P45537,reviewed,YHFK_ECOLI,Uncharacterized protein YhfK,yhfK b3358 JW5701,Escherichia coli (strain K12),700,,,,,PF12805;PF13515;
P45546,reviewed,YHFT_ECOLI,Uncharacterized protein YhfT,yhfT b3377 JW3340,Escherichia coli (strain K12),434,,,,,PF10797;
P45549,reviewed,YHFW_ECOLI,Uncharacterized protein YhfW,yhfW b3380 JW3343,Escherichia coli (strain K12),408,,metabolic compound salvage [GO:0043094]; nucleotide metabolic process [GO:0009117],magnesium ion binding [GO:0000287]; phosphopentomutase activity [GO:0008973],,PF01676;
P45566,reviewed,YHDT_ECOLI,Uncharacterized membrane protein YhdT,yhdT b3257 JW3225,Escherichia coli (strain K12),80,,,,,PF06196;
P45570,reviewed,YBCI_ECOLI,Inner membrane protein YbcI,ybcI b0527 JW0516,Escherichia coli (strain K12),173,,,,,PF04307;
P45581,reviewed,STFP_ECOLI,Uncharacterized protein StfP (Uncharacterized protein StfP from lambdoid prophage e14 region),stfP ycfK b1154 JW1140,Escherichia coli (strain K12),209,,,,,PF21882;
P45757,reviewed,GSPC_ECOLI,Putative type II secretion system protein C (T2SS protein C) (Putative general secretion pathway protein C),gspC yheE b3324 JW3286,Escherichia coli (strain K12),271,,protein secretion by the type II secretion system [GO:0015628],,,PF11356;
P45771,reviewed,YRDD_ECOLI,Uncharacterized protein YrdD,yrdD b3283 JW5949,Escherichia coli (strain K12),180,,DNA topological change [GO:0006265],"DNA topoisomerase type I (single strand cut, ATP-independent) activity [GO:0003917]; iron ion binding [GO:0005506]; single-stranded DNA binding [GO:0003697]; zinc ion binding [GO:0008270]",,PF01396;
P45848,reviewed,YCIQ_ECOLI,Uncharacterized protein YciQ,yciQ yciP b1268 JW5197,Escherichia coli (strain K12),631,,,,,PF09972;PF20990;
P46119,reviewed,YBJC_ECOLI,Uncharacterized protein YbjC,ybjC b0850 JW0834,Escherichia coli (strain K12),95,,response to butan-1-ol [GO:1901422]; response to paraquat [GO:1901562],,,PF07214;
P46122,reviewed,YAJI_ECOLI,Uncharacterized lipoprotein YajI,yajI b0412 JW5056,Escherichia coli (strain K12),179,,,,2JWY;,PF11622;
P46125,reviewed,YEDI_ECOLI,Inner membrane protein YedI,yedI b1958 JW1941,Escherichia coli (strain K12),305,,,,,PF05661;
P46141,reviewed,YGBE_ECOLI,Inner membrane protein YgbE,ygbE b2749 JW2719,Escherichia coli (strain K12),107,,,,,PF12084;
P46478,reviewed,AAEX_ECOLI,Protein AaeX,aaeX yhcR b3242 JW5541,Escherichia coli (strain K12),67,,,,,PF07869;
P46853,reviewed,YHHX_ECOLI,Uncharacterized oxidoreductase YhhX (EC 1.-.-.-),yhhX b3440 JW3403,Escherichia coli (strain K12),345,,antibiotic biosynthetic process [GO:0017000],nucleotide binding [GO:0000166]; scyllo-inositol dehydrogenase (NADP+) activity [GO:0102497],3F4L;,PF01408;PF02894;
P51024,reviewed,YAIL_ECOLI,Uncharacterized protein YaiL,yaiL b0354 JW0345,Escherichia coli (strain K12),179,,,,,PF09831;
P52007,reviewed,YECM_ECOLI,Protein YecM,yecM yecL b1875 JW5309,Escherichia coli (strain K12),188,,,,1K4N;,PF06185;
P52037,reviewed,YGFF_ECOLI,Uncharacterized oxidoreductase YgfF (EC 1.-.-.-),ygfF yqfD b2902 JW2870,Escherichia coli (strain K12),247,,,"oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]",,PF13561;
P52044,reviewed,YGFI_ECOLI,Uncharacterized HTH-type transcriptional regulator YgfI,ygfI b2921 JW5476,Escherichia coli (strain K12),298,,DNA damage response [GO:0006974]; regulation of DNA-templated transcription [GO:0006355],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],,PF00126;PF03466;
P52052,reviewed,YGGR_ECOLI,Uncharacterized protein YggR,yggR b2950 JW2917,Escherichia coli (strain K12),326,,,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],,PF00437;
P52107,reviewed,CSGC_ECOLI,Curli assembly protein CsgC,csgC b1043 JW1026,Escherichia coli (strain K12),110,,,,,PF10610;
P52131,reviewed,YFJP_ECOLI,Uncharacterized protein YfjP,yfjP b2632 JW5419,Escherichia coli (strain K12),287,,tRNA methylation [GO:0030488]; tRNA wobble uridine modification [GO:0002098],GTP binding [GO:0005525],,PF01926;
P52133,reviewed,YFJR_ECOLI,Uncharacterized HTH-type transcriptional regulator YfjR,yfjR b2634 JW2615,Escherichia coli (strain K12),233,,regulation of single-species biofilm formation [GO:1900190],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],,PF08220;PF13280;
P52141,reviewed,YFJZ_ECOLI,Antitoxin YfjZ,yfjZ b2645 JW2626,Escherichia coli (strain K12),105,,positive regulation of cytoskeleton organization [GO:0051495],,2EA9;2JN7;,PF06154;
P52598,reviewed,YGBI_ECOLI,Uncharacterized HTH-type transcriptional regulator YgbI,ygbI b2735 JW2705,Escherichia coli (strain K12),255,,regulation of DNA-templated transcription [GO:0006355],cis-regulatory region sequence-specific DNA binding [GO:0000987]; ligand-modulated transcription factor activity [GO:0098531],,PF00455;PF08220;
P52636,reviewed,YCCM_ECOLI,Putative electron transport protein YccM,yccM b0992 JW0977,Escherichia coli (strain K12),357,,,"4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]",,PF12798;PF12801;
P52696,reviewed,YBHD_ECOLI,Uncharacterized HTH-type transcriptional regulator YbhD,ybhD b0768 JW5896,Escherichia coli (strain K12),317,,regulation of DNA-templated transcription [GO:0006355],DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565],,PF00126;PF03466;
P55138,reviewed,YGCE_ECOLI,Uncharacterized sugar kinase YgcE (EC 2.7.1.-),ygcE b2776 JW5444,Escherichia coli (strain K12),492,,carbohydrate metabolic process [GO:0005975],kinase activity [GO:0016301],,PF02782;PF00370;
